@relation ionosphere-weka.filters.unsupervised.attribute.Standardize

@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute class {b,g}

@data
0.347937,0,0.720619,-0.25012,0.767382,1.114301,0.913227,-0.045685,0.9627,0.044341,0.929584,-2.334276,0.963054,-1.008348,1.004615,-0.500997,1.00005,0.105819,1.022903,-1.139246,1.087691,-0.528838,1.055911,-1.787057,1.043935,-1.001453,0.887941,-1.352997,1.079303,-1.913666,1.132992,-1.522187,1.244848,-1.061201,g
0.347937,0,-1.301469,-1.233188,-1.156208,-0.25149,-1.155629,1.691099,-1.009432,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.007281,-0.072317,1.836946,-1.130245,1.419032,-1.173673,-1.422458,-0.68482,0.139995,-2.241399,-0.805931,-0.657153,0.054938,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,0.483693,-0.432141,0.640578,-0.491437,0.752871,-0.545099,0.732098,-0.726888,0.724827,-0.956172,0.726292,-0.824543,0.730669,-0.938918,0.687455,-0.669744,0.627593,-0.859595,0.60485,-0.926008,0.495264,-0.840722,0.374855,-0.805659,0.051141,-0.866783,0.214183,-1.12335,0.206894,-1.109822,0.138763,-1.271178,g
0.347937,0,0.172648,-0.213784,0.560423,-0.176361,0.913227,1.167374,0.299354,-0.49692,0.010004,-0.653212,0.670682,0.004398,0.343155,2.026455,0.198377,0.446485,0.493065,0.238934,1.087691,-0.594975,1.033319,-1.787057,0.30529,0.783601,0.054589,0.393196,0.076899,0.216009,0.239301,0.292506,1.244848,2.104295,b
-2.865899,0,-3.297799,2.164823,0.767382,-2.421581,-1.116596,-0.229209,-1.009432,-0.374796,0.929584,-2.334276,0.963054,1.831959,-0.527182,-0.155185,1.00005,-2.005756,-0.57386,0.046284,-0.552115,-0.01601,1.055911,2.004727,-2.413575,2.106585,0.887941,-1.691672,-2.39361,2.023542,-2.366672,-1.939751,-0.66843,-0.030918,b
-2.865899,0,0.720619,-2.365858,-3.079797,1.918601,-3.146419,1.691099,0.9627,1.691956,0.929584,1.707619,-2.251418,-2.209485,-2.05898,-2.336826,1.00005,2.020317,1.022903,-1.880216,-2.191921,-1.945894,-2.256623,-1.787057,1.043935,0.139995,0.887941,-1.691672,1.079303,-1.913666,-2.366672,1.954525,-2.581707,2.104295,b
0.347937,0,0.341743,-0.016383,0.481594,-0.254593,0.486965,-0.215498,0.559813,-0.463377,0.709015,-0.313329,0.731146,-0.324434,0.796735,-0.148946,0.722664,-0.102007,0.719518,-0.182142,0.70819,-0.17868,0.795645,0.014041,0.646322,0.005146,0.531454,-0.031185,0.776656,-0.150368,0.808031,-0.08997,0.903194,-0.354254,g
0.347937,0,-1.28859,-0.100517,0.767382,0.028213,0.678661,-0.267615,-1.009432,-0.374796,0.929584,-1.171099,0.963054,0.206409,1.004615,-0.271532,1.00005,-1.634471,-0.57386,0.046284,1.087691,-0.093205,1.055911,-0.245071,-0.68482,0.139995,0.887941,-1.691672,-0.657153,0.054938,1.132992,0.236721,1.066282,-0.234959,b
-2.865899,0,-1.28859,-0.100517,-1.156208,-0.25149,-1.116596,-0.229209,-1.009432,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.007281,-0.57386,0.046284,-0.552115,-0.01601,-0.600356,0.108835,-0.68482,0.139995,0.887941,-1.691672,-0.657153,0.054938,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,-1.241635,-0.113928,-1.347105,-0.510794,-1.132083,-0.456266,-0.71941,-0.237626,-0.777862,-0.440689,-0.644182,-0.188763,-0.597216,-0.494212,-0.62357,-0.197968,-0.758686,-0.058017,-0.521976,0.054797,-0.575197,0.125671,-0.624089,0.109808,-1.112041,0.294109,-0.793622,0.069348,-0.61684,0.007387,-0.669176,0.225542,b
0.347937,0,-0.104362,-1.480721,0.487115,0.948527,0.530119,-0.089314,0.107248,-0.039465,-0.263307,0.175175,0.164756,0.058816,0.451744,0.278263,0.544628,0.867149,0.293262,0.314202,0.517563,0.520787,0.540381,0.246951,0.21192,0.66415,-0.099788,0.629803,0.145367,0.617447,0.144057,0.578366,0.112589,0.608408,g
0.347937,0,-3.297799,-2.365858,-1.156208,-0.25149,-0.085161,-1.736689,0.185404,0.305145,-2.619684,-1.149354,-0.644182,-0.188763,-0.527182,-0.155185,1.00005,-0.530401,0.008671,-1.177391,1.039611,-1.945894,-2.256623,-1.787057,1.043935,-1.032269,-2.986491,-1.691672,-2.39361,-1.913666,1.132992,-1.939751,-0.66843,-0.030918,b
0.347937,0,0.70103,-0.231567,0.7634,-0.533797,0.886089,-0.602324,0.950354,-0.908907,0.80071,-0.92224,0.844938,-0.95593,0.848556,-1.110656,0.756077,-1.040787,0.822238,-1.053266,0.743594,-1.170833,0.637289,-1.116195,0.495609,-1.206706,0.2147,-1.203949,0.402258,-1.428464,0.341228,-1.555736,0.272807,-1.808377,g
0.347937,0,0.481584,-0.119931,0.571522,-0.304982,0.793569,-0.264197,0.749217,-0.63841,0.613841,-0.534259,0.783895,-0.164939,0.863414,-0.454484,0.791933,-0.115696,0.875714,0.000857,0.890848,-0.297329,0.771877,-0.126881,0.873463,-0.243627,0.660221,-0.144525,0.807582,-0.198264,0.930432,-0.353651,1.086945,-0.390211,g
0.347937,0,0.63139,-0.104029,0.506177,-0.538897,0.811371,-0.238061,0.623671,-1.432374,0.79544,-0.103797,0.963054,-0.476655,0.993341,-0.210642,0.932948,-0.305102,0.767629,1.235685,1.087691,-0.330986,0.848745,-0.052221,0.797432,0.107271,0.580543,0.094264,0.774155,0.018184,0.79412,-0.030719,0.838487,-0.074455,g
0.347937,0,-0.283985,-0.100517,-0.411856,-0.025041,-0.119344,-0.103966,-0.083378,-0.455668,-0.212357,-0.56815,0.089553,-0.092112,0.24538,-0.098266,-0.041146,0.401131,0.099559,0.331078,0.139457,-0.066361,-0.067469,-0.105476,0.134455,0.122886,-0.239732,0.25202,0.014786,0.13197,-0.000601,0.295232,0.188393,0.340417,g
